"","idno","cntry","nwspol","netusoft","netustm","ppltrst","pplfair","psppsgva","cptppola","trstprl","trstlgl","trstsci","vote","happy","wkhtot","agepnt","gndr","region"
"5124",16469,"HU",60,5,120,9,8,5,5,9,9,10,"Yes",10,40,56,"Male","HU120"
"5125",16487,"HU",60,5,150,3,3,1,1,0,3,3,"No",8,40,73,"Female","HU212"
"5126",16568,"HU",10,4,130,7,4,2,2,7,8,10,"No",9,40,55,"Female","HU231"
"5127",16595,"HU",20,5,180,7,7,2,3,4,4,7,"Yes",7,40,58,"Female","HU110"
"5128",16623,"HU",20,5,260,6,3,1,2,4,5,5,"Yes",7,40,50,"Male","HU322"
"5129",16646,"HU",40,4,60,0,5,2,1,6,7,8,"Yes",8,40,67,"Male","HU213"
"5130",16656,"HU",45,5,240,4,5,2,2,4,3,5,"No",3,40,50,"Male","HU223"
"5131",16665,"HU",60,5,240,4,7,2,3,6,7,9,"No",7,45,57,"Female","HU110"
"5132",16669,"HU",60,4,60,3,2,2,1,4,4,7,"No",8,55,62,"Male","HU323"
"5133",16683,"HU",30,4,30,4,7,4,3,6,7,7,"Yes",7,46,73,"Male","HU322"
"5134",16714,"HU",60,5,240,3,3,1,1,3,3,5,"No",8,40,53,"Female","HU221"
"5135",16746,"HU",10,4,90,0,0,1,1,0,0,2,"Yes",7,40,78,"Female","HU213"
"5136",16750,"HU",60,5,110,5,5,3,3,5,5,5,"Yes",4,40,60,"Female","HU120"
"5137",16762,"HU",28,5,105,5,5,1,1,4,3,3,"No",10,40,49,"Female","HU110"
"5138",16766,"HU",40,5,240,7,7,2,3,2,5,5,"Yes",8,40,79,"Female","HU110"
"5139",16772,"HU",10,5,120,5,3,2,1,3,3,5,"Yes",7,70,64,"Male","HU222"
"5140",16806,"HU",30,5,120,5,7,2,1,2,5,8,"Yes",7,40,50,"Female","HU211"
"5141",16837,"HU",45,5,120,6,6,3,3,6,5,5,"No",6,42,62,"Male","HU221"
"5142",16878,"HU",10,5,480,8,8,2,2,2,4,9,"Yes",10,40,52,"Female","HU120"
"5143",16897,"HU",20,4,60,0,3,1,1,8,10,5,"Yes",8,50,72,"Male","HU221"
"5144",16899,"HU",60,4,90,4,4,2,1,6,8,7,"Yes",6,30,59,"Female","HU311"
"5145",16902,"HU",30,5,300,4,4,1,1,2,7,9,"No",9,45,61,"Female","HU120"
"5146",16905,"HU",30,5,80,5,5,1,1,4,7,9,"Yes",9,40,71,"Female","HU231"
"5147",16975,"HU",30,5,210,5,5,2,2,9,10,10,"Yes",10,43,61,"Male","HU110"
"5148",17058,"HU",30,4,90,5,4,3,3,3,6,7,"Yes",5,40,65,"Female","HU110"
"5149",17157,"HU",120,5,120,4,7,1,1,0,2,5,"Yes",4,60,74,"Male","HU213"
"5150",17179,"HU",30,5,60,7,5,1,1,3,6,6,"Yes",7,40,83,"Female","HU213"
"5151",17262,"HU",30,5,60,5,6,2,3,5,5,5,"Yes",9,40,78,"Female","HU321"
"5152",17280,"HU",30,5,30,3,5,2,3,9,5,9,"Yes",9,50,69,"Male","HU211"
"5153",17284,"HU",40,4,150,6,7,2,2,4,6,9,"Not eligble",9,20,44,"Male","HU110"
"5154",17371,"HU",60,5,270,7,6,3,2,6,6,7,"Yes",8,40,58,"Female","HU311"
"5155",17413,"HU",10,5,60,4,4,3,2,6,5,5,"Yes",10,40,58,"Female","HU323"
"5156",17416,"HU",90,5,600,7,7,3,2,4,7,7,"No",6,40,52,"Female","HU120"
"5157",17437,"HU",15,4,120,6,5,4,2,5,6,7,"Yes",7,40,54,"Male","HU222"
"5158",17473,"HU",0,5,480,2,4,1,1,0,2,6,"Yes",3,40,44,"Male","HU331"
"5159",17476,"HU",10,5,60,5,8,2,2,5,4,5,"Yes",7,40,55,"Female","HU323"
"5160",17586,"HU",60,5,720,7,7,3,3,5,7,7,"No",6,40,60,"Female","HU120"
"5161",17635,"HU",20,4,20,6,6,3,2,8,8,9,"Yes",8,40,63,"Male","HU211"
"5162",17854,"HU",60,5,240,2,4,3,3,10,10,8,"Yes",10,5,73,"Male","HU120"
"5163",17859,"HU",45,4,90,7,6,2,2,7,7,6,"Yes",7,40,76,"Female","HU221"
"5164",17867,"HU",0,5,150,10,10,3,1,5,5,10,"No",3,40,69,"Female","HU311"
"5165",17876,"HU",10,4,60,3,7,3,1,5,5,8,"Yes",7,40,62,"Male","HU221"
"5166",17897,"HU",25,5,120,9,7,3,3,3,4,8,"Yes",10,40,70,"Female","HU110"
"5167",17909,"HU",60,5,180,3,5,1,1,0,4,4,"No",8,40,69,"Female","HU221"
"5168",17912,"HU",20,4,60,6,4,3,1,5,6,8,"Yes",7,40,69,"Male","HU213"
"5169",17950,"HU",60,5,420,1,1,3,1,9,9,9,"Yes",8,40,53,"Female","HU120"
"5170",17980,"HU",60,4,140,9,8,3,1,10,9,10,"Yes",5,40,65,"Female","HU110"
"5171",17981,"HU",60,5,210,8,7,1,1,7,9,4,"No",7,40,53,"Female","HU110"
"5172",18064,"HU",0,5,60,4,5,2,1,5,5,7,"Yes",8,40,65,"Female","HU221"
"5173",18089,"HU",10,5,180,5,5,1,1,5,8,4,"Yes",8,40,51,"Female","HU120"
"5174",18142,"HU",10,5,360,0,4,2,1,0,2,2,"No",9,40,57,"Female","HU120"
"5175",18157,"HU",0,4,240,0,5,3,3,5,5,7,"Yes",5,48,90,"Female","HU223"
"5176",18176,"HU",60,5,540,0,0,1,5,0,0,4,"Yes",10,0,72,"Female","HU323"
"5177",18319,"HU",60,5,120,5,5,1,1,3,7,7,"Yes",10,40,52,"Female","HU221"
"5178",18339,"HU",30,5,110,6,7,3,2,5,5,5,"Yes",7,40,64,"Male","HU322"
"5179",18365,"HU",60,5,180,8,8,3,1,10,10,10,"Yes",9,40,74,"Female","HU120"
"5180",18408,"HU",15,5,120,6,6,1,1,0,0,0,"No",6,40,67,"Male","HU120"
"5181",18435,"HU",0,5,180,9,7,1,1,2,5,6,"Yes",8,40,74,"Female","HU120"
"5182",18443,"HU",30,5,120,4,6,3,3,6,6,6,"Yes",6,50,62,"Female","HU221"
"5183",18467,"HU",60,5,120,0,0,3,1,6,5,3,"Yes",10,40,61,"Male","HU323"
"5184",18481,"HU",30,5,150,7,6,3,2,5,6,7,"Yes",6,40,44,"Female","HU221"
"5185",18489,"HU",360,5,360,5,7,2,2,7,8,8,"Yes",8,48,81,"Male","HU221"
"5186",18500,"HU",25,5,60,5,5,2,3,3,2,5,"Yes",8,40,54,"Female","HU110"
"5187",18535,"HU",8,5,60,10,7,3,1,3,2,2,"Not eligble",10,40,72,"Male","HU120"
"5188",18546,"HU",20,5,90,3,6,1,1,2,3,3,"Yes",7,40,45,"Female","HU223"
"5189",18549,"HU",60,5,90,6,5,2,1,7,10,10,"Yes",9,40,73,"Female","HU213"
"5190",18631,"HU",30,5,100,6,8,1,2,6,7,6,"Yes",7,40,89,"Female","HU322"
"5191",18642,"HU",30,5,110,6,4,1,1,7,8,9,"Yes",9,40,64,"Male","HU213"
"5192",18646,"HU",10,5,150,7,4,2,1,3,2,1,"Yes",4,40,80,"Female","HU110"
"5193",18669,"HU",30,5,180,5,2,2,1,10,9,9,"Yes",8,43,78,"Female","HU120"
"5194",18705,"HU",30,4,15,8,8,4,1,9,9,10,"Yes",8,40,75,"Female","HU211"
"5195",18772,"HU",0,5,300,5,5,1,2,0,3,5,"Yes",8,50,54,"Male","HU110"
"5196",18795,"HU",0,5,90,5,5,3,1,5,5,5,"No",6,40,51,"Male","HU321"
"5197",18812,"HU",10,5,120,5,5,1,1,3,10,5,"Yes",7,40,56,"Female","HU120"
"5198",18835,"HU",30,5,120,5,5,1,1,3,7,9,"Yes",5,40,48,"Female","HU120"
"5199",18844,"HU",60,5,160,8,3,3,1,5,5,5,"Yes",7,40,74,"Female","HU221"
"5200",18852,"HU",90,5,90,1,2,1,1,7,7,5,"Yes",6,40,58,"Female","HU311"
"5201",18907,"HU",15,5,180,4,4,2,1,5,4,8,"No",8,40,73,"Female","HU233"
"5202",18923,"HU",30,5,480,8,8,3,3,8,7,8,"Yes",9,40,62,"Female","HU211"
"5203",18971,"HU",60,5,60,5,6,3,2,4,4,5,"Yes",10,40,55,"Female","HU110"
"5204",19074,"HU",30,5,300,7,7,1,2,3,6,5,"No",9,45,59,"Female","HU110"
"5205",19109,"HU",20,5,80,8,2,2,2,8,7,6,"Yes",9,36,63,"Female","HU333"
"5206",19215,"HU",650,5,90,6,7,2,1,4,5,8,"Yes",5,40,62,"Male","HU223"
"5207",19267,"HU",50,5,150,3,4,2,2,7,6,4,"Yes",7,40,52,"Male","HU221"
"5208",19292,"HU",60,5,300,3,7,2,1,5,5,5,"Yes",4,40,48,"Male","HU231"
"5209",19297,"HU",20,5,90,5,4,2,3,7,6,8,"Yes",8,55,70,"Female","HU222"
"5210",19339,"HU",10,5,30,3,5,3,2,7,7,8,"Yes",10,40,55,"Female","HU213"
"5211",19356,"HU",30,5,120,4,4,1,1,5,5,8,"Not eligble",8,40,49,"Male","HU233"
"5212",19414,"HU",10,4,40,7,8,4,1,5,4,7,"Yes",9,50,69,"Male","HU323"
"5213",19419,"HU",0,5,240,4,7,2,1,6,5,4,"No",9,30,59,"Female","HU120"
"5214",19473,"HU",20,5,80,2,4,1,3,3,4,7,"Yes",10,40,86,"Female","HU312"
"5215",19486,"HU",45,4,60,2,3,3,2,5,4,5,"Yes",7,40,59,"Female","HU120"
"5216",19494,"HU",25,5,120,3,5,2,2,4,4,6,"Yes",8,40,56,"Female","HU222"
"5217",19501,"HU",569,5,120,8,9,1,1,4,7,7,"Yes",10,40,50,"Male","HU331"
"5218",19508,"HU",20,5,270,7,7,2,3,8,5,10,"Not eligble",10,40,45,"Male","HU312"
"5219",19610,"HU",0,5,990,6,7,4,2,4,6,7,"No",6,60,64,"Male","HU120"
"5220",19618,"HU",792,5,300,0,5,2,1,5,5,8,"Yes",9,50,74,"Male","HU221"
"5221",19649,"HU",60,5,600,5,5,1,2,3,4,5,"Yes",9,40,69,"Female","HU120"
"5222",19678,"HU",10,4,60,7,3,2,1,6,4,5,"Yes",8,36,68,"Male","HU333"
"5223",19774,"HU",10,5,360,7,8,1,1,1,4,8,"No",8,42,59,"Female","HU120"
"5224",19796,"HU",60,5,600,8,10,1,3,10,9,10,"Not eligble",10,40,52,"Male","HU311"
"5225",19839,"HU",30,4,30,9,8,3,2,9,8,9,"Yes",10,40,78,"Female","HU110"
"5226",19879,"HU",90,5,180,6,7,3,3,10,10,8,"Yes",8,40,70,"Female","HU110"
"5227",19901,"HU",30,5,120,5,5,1,1,5,5,7,"No",9,40,61,"Female","HU221"
"5228",19934,"HU",0,5,180,6,2,1,1,3,3,4,"No",10,40,60,"Female","HU120"
"5229",19941,"HU",30,4,120,5,5,3,2,5,5,5,"Yes",7,40,57,"Female","HU120"
"5230",19969,"HU",40,4,60,7,6,1,1,5,5,5,"Not eligble",8,40,67,"Male","HU323"
"5231",19977,"HU",0,5,300,8,6,1,1,2,4,8,"Yes",10,50,55,"Male","HU120"
"5232",19986,"HU",730,5,60,7,5,3,1,2,4,7,"No",8,40,87,"Female","HU223"
"5233",19987,"HU",35,5,60,7,6,2,1,7,8,7,"Yes",7,40,60,"Female","HU221"
"5234",20054,"HU",90,5,150,5,2,1,1,5,5,9,"Yes",8,40,87,"Female","HU213"
"5235",20080,"HU",0,5,600,7,5,3,3,5,5,5,"Yes",10,40,52,"Female","HU110"
"5236",20085,"HU",20,5,60,6,6,2,1,0,5,8,"No",8,40,45,"Female","HU213"
"5237",20198,"HU",30,5,180,5,5,1,1,3,3,4,"No",7,40,60,"Female","HU212"
"5238",20202,"HU",40,4,100,6,6,2,2,6,9,7,"No",10,50,60,"Male","HU231"
"5239",20239,"HU",30,4,90,2,4,2,2,5,5,8,"Yes",5,40,60,"Female","HU322"
"5240",20271,"HU",60,5,180,5,6,3,3,4,6,8,"Yes",8,45,74,"Male","HU110"
"5241",20333,"HU",10,4,20,7,6,1,1,3,3,8,"Yes",1,70,64,"Male","HU232"
"5242",20334,"HU",0,4,300,6,3,3,1,7,8,9,"Yes",8,40,58,"Male","HU231"
"5243",20339,"HU",0,5,120,8,8,1,1,3,7,8,"Yes",8,40,69,"Female","HU321"
"5244",20390,"HU",30,5,180,2,0,1,2,6,6,7,"Yes",8,60,65,"Female","HU323"
"5245",20459,"HU",30,5,120,3,3,3,1,5,5,7,"Yes",6,24,55,"Female","HU323"
"5246",20487,"HU",50,5,120,7,3,2,2,3,4,6,"Yes",6,48,62,"Male","HU221"
"5247",20529,"HU",30,4,60,4,6,2,2,6,8,9,"Yes",7,40,65,"Female","HU321"
"5248",20535,"HU",30,5,240,8,7,1,1,5,5,5,"Yes",8,40,70,"Male","HU110"
"5249",20581,"HU",120,5,600,5,3,1,2,2,7,7,"Yes",6,40,59,"Female","HU231"
"5250",20605,"HU",30,4,90,5,7,2,1,3,8,10,"No",10,48,64,"Female","HU213"
"5251",20659,"HU",20,4,90,6,7,3,2,6,6,6,"Yes",7,40,65,"Female","HU322"
"5252",20678,"HU",10,4,50,8,2,2,1,7,7,6,"Yes",7,40,46,"Male","HU333"
"5253",20765,"HU",30,4,60,5,5,2,1,5,7,5,"Yes",5,40,71,"Male","HU221"
"5254",20815,"HU",0,5,300,7,6,1,1,3,5,6,"Yes",8,40,55,"Female","HU120"
"5255",20921,"HU",20,5,320,8,3,2,3,8,8,9,"No",9,40,61,"Male","HU211"
"5256",20962,"HU",785,5,120,3,5,2,1,1,4,7,"Yes",8,42,64,"Female","HU211"
"5257",20968,"HU",120,5,120,8,6,1,2,6,7,7,"Yes",8,40,75,"Male","HU331"
"5258",20974,"HU",60,4,60,4,6,2,1,4,7,7,"Yes",8,40,74,"Male","HU311"
"5259",21016,"HU",35,5,120,10,10,2,1,9,9,9,"Yes",8,40,81,"Female","HU231"
"5260",21033,"HU",10,5,100,5,7,3,2,5,5,9,"Yes",10,168,64,"Female","HU312"
"5261",21055,"HU",5,5,150,5,6,1,1,5,5,9,"No",9,30,46,"Male","HU323"
"5262",21090,"HU",10,5,140,6,7,1,2,5,4,3,"Yes",7,40,58,"Male","HU322"
"5263",21150,"HU",40,4,110,5,4,2,1,5,7,7,"Yes",4,40,70,"Female","HU120"
"5264",21190,"HU",15,5,720,9,8,1,1,2,3,5,"No",8,50,59,"Male","HU110"
"5265",21221,"HU",5,5,180,4,4,1,1,5,5,4,"Yes",7,40,50,"Male","HU120"
"5266",21234,"HU",20,5,300,6,5,1,1,2,3,5,"Yes",10,40,67,"Female","HU120"
"5267",21236,"HU",80,5,200,7,6,3,4,6,7,9,"Yes",7,45,53,"Male","HU110"
"5268",21239,"HU",0,5,480,7,7,3,1,6,4,5,"Yes",7,40,70,"Female","HU120"
"5269",21244,"HU",120,5,90,3,3,3,1,3,4,4,"Yes",3,48,75,"Male","HU233"
"5270",21284,"HU",30,4,210,7,6,3,1,6,8,10,"Yes",7,40,74,"Female","HU110"
"5271",21337,"HU",60,5,330,8,9,4,3,8,8,8,"Not eligble",8,50,63,"Male","HU331"
"5272",21350,"HU",20,5,120,6,5,1,1,1,3,3,"No",3,40,56,"Female","HU223"
"5273",21368,"HU",60,5,180,1,1,3,2,2,2,3,"Yes",10,40,49,"Female","HU120"
"5274",21393,"HU",30,5,60,3,4,1,1,3,6,5,"Yes",6,50,90,"Male","HU211"
"5275",21463,"HU",20,5,60,7,8,3,4,6,7,8,"Yes",9,50,61,"Female","HU323"
"5276",21522,"HU",60,5,420,5,5,1,1,3,2,6,"Yes",10,40,73,"Female","HU110"
"5277",21535,"HU",30,4,60,6,7,1,1,5,7,7,"Yes",7,40,62,"Male","HU311"
"5278",21605,"HU",790,4,60,7,7,3,4,5,5,6,"Yes",6,40,71,"Male","HU312"
"5279",21656,"HU",30,5,180,4,9,3,3,3,4,7,"Yes",7,40,56,"Male","HU323"
"5280",21660,"HU",30,5,180,5,5,1,2,3,4,6,"Yes",10,40,55,"Female","HU110"
"5281",21688,"HU",30,5,180,5,5,1,2,4,6,5,"No",10,50,67,"Male","HU110"
"5282",21793,"HU",60,5,120,6,6,2,1,5,7,7,"Yes",7,40,52,"Male","HU311"
"5283",21795,"HU",60,5,105,6,6,2,3,5,6,6,"Yes",7,40,60,"Male","HU120"
"5284",21819,"HU",90,5,120,5,6,1,2,5,3,9,"Yes",5,40,80,"Male","HU323"
"5285",21944,"HU",30,4,90,4,5,3,3,7,7,8,"Yes",7,40,65,"Female","HU322"
"5286",21958,"HU",20,5,240,4,2,1,1,4,4,5,"No",4,40,54,"Male","HU321"
"5287",21991,"HU",90,5,210,5,8,3,2,5,7,7,"Yes",8,40,68,"Male","HU311"
"5288",22044,"HU",30,5,150,2,7,3,2,4,4,8,"Yes",9,40,67,"Female","HU120"
"5289",22047,"HU",10,5,140,5,7,3,2,3,3,3,"Yes",10,40,60,"Female","HU312"
"5290",22072,"HU",30,5,120,7,2,3,2,7,7,6,"Yes",7,40,58,"Female","HU120"
"5291",22118,"HU",12,5,120,8,8,2,2,7,6,8,"Yes",8,40,61,"Female","HU110"
"5292",22127,"HU",60,5,240,1,1,3,2,1,2,2,"Yes",9,40,58,"Male","HU110"
"5293",22131,"HU",40,5,120,6,8,2,2,8,9,7,"Yes",7,40,54,"Male","HU222"
"5294",22178,"HU",30,4,60,3,4,1,1,4,5,6,"Yes",3,40,63,"Female","HU223"
"5295",22187,"HU",20,5,90,8,8,2,2,6,6,7,"Yes",10,40,63,"Female","HU110"
"5296",22253,"HU",60,4,130,4,5,3,2,4,6,8,"Yes",6,45,63,"Female","HU110"
"5297",22314,"HU",90,5,300,5,5,1,2,3,5,5,"Yes",7,50,69,"Male","HU110"
"5298",22351,"HU",60,5,300,9,8,2,1,3,4,9,"Yes",5,45,65,"Female","HU120"
"5299",22393,"HU",2,5,360,8,7,1,1,0,5,1,"No",10,40,53,"Male","HU120"
"5300",22415,"HU",895,4,120,5,4,2,1,0,1,3,"Yes",5,40,72,"Female","HU223"
"5301",22567,"HU",20,5,60,5,6,1,2,6,5,5,"Yes",8,40,63,"Male","HU110"
"5302",22676,"HU",60,5,150,4,3,1,1,3,4,4,"Yes",5,40,74,"Female","HU321"
"5303",22738,"HU",60,5,180,6,6,1,2,8,7,7,"No",8,40,70,"Male","HU222"
"5304",22811,"HU",70,5,360,5,7,1,5,1,3,9,"Yes",10,40,45,"Male","HU311"
"5305",22844,"HU",130,5,480,2,2,1,1,1,1,10,"Not eligble",10,40,39,"Female","HU311"
"5306",22897,"HU",1016,5,270,5,5,3,1,6,8,6,"Yes",8,40,42,"Female","HU211"
"5307",22898,"HU",30,5,240,7,8,3,3,8,8,5,"Yes",8,50,60,"Male","HU110"
"5308",22926,"HU",60,5,210,7,7,2,3,6,7,8,"Yes",10,50,65,"Female","HU323"
"5309",23003,"HU",60,5,180,7,8,1,1,2,5,6,"Yes",8,40,69,"Female","HU110"
"5310",23008,"HU",30,5,150,4,4,3,2,5,7,9,"Yes",8,40,64,"Female","HU231"
"5311",23027,"HU",60,5,240,6,6,2,2,4,5,7,"Yes",6,48,86,"Male","HU311"
"5312",23035,"HU",30,5,180,2,3,1,1,0,5,6,"Yes",8,40,61,"Female","HU211"
"5313",23046,"HU",30,5,420,9,8,1,2,2,3,5,"Yes",9,40,59,"Female","HU110"
"5314",23058,"HU",20,5,600,9,9,1,2,5,10,10,"Yes",10,50,78,"Female","HU221"
"5315",23065,"HU",60,5,240,2,2,2,1,1,3,5,"Yes",7,50,70,"Male","HU233"
"5316",23263,"HU",30,5,150,5,6,3,3,6,7,9,"Yes",7,46,63,"Male","HU322"
"5317",23270,"HU",35,5,95,5,5,3,2,5,4,5,"No",7,40,55,"Female","HU110"
"5318",23285,"HU",20,4,150,2,3,1,1,3,5,5,"Yes",5,40,72,"Female","HU110"
"5319",23327,"HU",10,4,120,2,4,4,1,1,4,4,"Yes",5,40,60,"Male","HU110"
"5320",23383,"HU",30,5,120,3,5,1,1,2,6,8,"Yes",8,40,75,"Female","HU211"
"5321",23387,"HU",90,5,120,3,7,2,3,8,7,9,"Yes",9,40,84,"Female","HU120"
"5322",23478,"HU",60,5,300,3,2,3,2,2,1,1,"Yes",8,40,47,"Female","HU110"
"5323",23479,"HU",481,5,60,7,7,3,1,8,9,8,"Yes",9,30,72,"Female","HU211"
"5324",23562,"HU",10,5,240,4,7,1,1,4,2,3,"No",9,40,63,"Female","HU120"
"5325",23580,"HU",90,5,230,7,4,2,4,4,4,9,"Yes",8,60,72,"Female","HU110"
"5326",23589,"HU",20,5,60,8,5,2,1,5,7,7,"Yes",8,40,51,"Female","HU213"
"5327",23612,"HU",120,5,360,0,5,2,3,5,5,5,"Yes",9,40,51,"Female","HU323"
"5328",23648,"HU",60,5,330,5,6,3,2,6,6,7,"No",5,60,60,"Male","HU323"
"5329",23657,"HU",70,4,110,4,4,3,2,5,6,8,"Yes",8,45,70,"Male","HU110"
"5330",23663,"HU",30,5,120,3,3,2,1,3,3,6,"No",7,40,74,"Female","HU332"
"5331",23717,"HU",60,5,210,2,3,2,2,3,2,1,"Yes",7,40,76,"Female","HU110"
"5332",23726,"HU",30,5,74,2,3,2,2,1,4,8,"Yes",7,65,78,"Male","HU311"
"5333",23734,"HU",30,5,120,4,6,1,3,4,3,5,"Yes",7,40,68,"Female","HU110"
"5334",23752,"HU",30,5,265,8,3,2,2,4,5,8,"Yes",8,50,69,"Female","HU231"
"5335",23803,"HU",60,5,300,1,3,3,2,8,8,8,"Yes",8,40,48,"Female","HU110"
"5336",23818,"HU",10,5,60,5,6,2,2,4,6,8,"No",6,60,68,"Male","HU323"
"5337",23838,"HU",25,4,30,2,3,2,3,5,6,7,"Yes",6,40,61,"Male","HU322"
"5338",23847,"HU",40,5,150,3,4,1,1,4,7,7,"No",7,50,64,"Female","HU321"
"5339",23924,"HU",40,5,160,7,6,3,2,4,6,9,"Yes",7,44,74,"Male","HU110"
"5340",23925,"HU",30,5,180,1,3,3,3,6,6,5,"Yes",6,40,74,"Female","HU110"
"5341",23956,"HU",10,5,360,5,10,1,1,1,0,0,"No",8,40,51,"Female","HU120"
"5342",23966,"HU",60,5,390,1,5,2,3,10,10,10,"Yes",9,40,71,"Female","HU120"
"5343",24065,"HU",30,5,150,10,7,3,1,9,10,6,"No",6,40,78,"Female","HU110"
"5344",24066,"HU",120,5,600,7,8,3,3,1,2,9,"Yes",8,40,52,"Male","HU231"
"5345",24074,"HU",45,5,105,3,5,3,3,6,6,6,"Yes",7,40,61,"Female","HU110"
"5346",24080,"HU",15,5,120,4,0,2,1,7,10,9,"Not eligble",10,40,49,"Female","HU231"
"5347",24120,"HU",20,5,150,6,6,1,2,5,5,8,"Yes",7,40,50,"Female","HU222"
"5348",24138,"HU",90,5,180,4,7,2,3,5,8,8,"Yes",8,40,59,"Male","HU311"
"5349",24196,"HU",15,5,180,7,9,2,3,4,3,4,"Yes",7,40,56,"Female","HU110"
"5350",24215,"HU",30,5,120,3,2,1,1,3,3,5,"Yes",7,40,61,"Female","HU332"
"5351",24221,"HU",50,4,120,7,6,2,1,6,7,5,"No",5,40,56,"Female","HU120"
"5352",24303,"HU",40,4,60,4,6,3,2,10,6,10,"Yes",7,40,71,"Female","HU231"
"5353",24320,"HU",15,5,180,7,8,3,2,7,7,9,"Yes",10,50,81,"Male","HU231"
"5354",24346,"HU",20,4,40,9,9,2,3,8,8,8,"Yes",10,40,72,"Female","HU110"
"5355",24352,"HU",45,5,110,5,5,3,3,5,5,5,"Yes",7,40,62,"Female","HU110"
"5356",24403,"HU",20,4,30,7,3,3,2,8,7,8,"No",9,40,55,"Male","HU211"
"5357",24577,"HU",30,4,60,4,5,1,1,2,6,6,"Yes",8,40,70,"Male","HU211"
"5358",24583,"HU",75,5,315,0,5,3,1,7,7,9,"Yes",8,40,68,"Female","HU311"
"5359",24606,"HU",40,5,180,6,5,3,2,5,4,8,"Yes",8,44,49,"Male","HU110"
"5360",24628,"HU",20,4,50,5,7,1,1,5,8,8,"Yes",8,40,75,"Female","HU213"
"5361",24634,"HU",0,5,120,3,3,4,1,4,2,5,"No",5,40,45,"Female","HU222"
"5362",24695,"HU",60,5,60,6,6,2,2,6,8,8,"Yes",8,40,76,"Female","HU311"
"5363",24761,"HU",5,5,120,9,8,3,3,7,5,8,"Yes",9,40,58,"Female","HU110"
"5364",24806,"HU",15,5,90,5,3,3,1,8,8,8,"No",9,40,39,"Male","HU211"
"5365",24821,"HU",35,4,120,3,5,4,4,7,6,8,"Yes",6,40,53,"Male","HU322"
"5366",24854,"HU",90,5,300,6,7,3,4,6,7,8,"Yes",8,50,78,"Male","HU110"
"5367",24875,"HU",30,5,150,7,7,4,3,6,7,6,"Yes",8,40,46,"Female","HU110"
"5368",25033,"HU",20,5,300,2,3,1,2,1,0,1,"Yes",8,40,63,"Female","HU120"
"5369",25047,"HU",35,5,90,3,5,2,1,4,5,6,"No",8,40,46,"Male","HU333"
"5370",25048,"HU",15,5,150,6,7,2,3,6,6,8,"Yes",8,40,78,"Female","HU120"
"5371",25056,"HU",65,5,720,3,3,1,5,2,2,10,"Yes",5,40,59,"Male","HU311"
"5372",25082,"HU",30,5,300,5,5,2,3,6,5,3,"Yes",9,40,74,"Female","HU120"
"5373",25113,"HU",30,5,300,5,3,2,1,5,8,8,"No",8,40,73,"Male","HU311"
"5374",25132,"HU",70,4,150,6,4,3,3,5,6,9,"No",8,45,80,"Female","HU110"
"5375",25155,"HU",15,5,300,0,0,1,1,7,6,9,"No",8,30,52,"Female","HU331"
"5376",25184,"HU",30,5,60,6,6,3,1,4,7,6,"Yes",8,40,61,"Female","HU311"
"5377",25472,"HU",600,5,240,4,6,1,1,0,0,0,"No",10,40,48,"Female","HU120"
"5378",25490,"HU",0,5,60,8,8,2,1,8,8,8,"Yes",7,40,63,"Female","HU321"
"5379",25581,"HU",30,5,120,9,6,2,1,7,8,9,"Yes",7,40,61,"Female","HU120"
"5380",25584,"HU",35,4,90,2,2,3,2,6,6,8,"No",6,44,60,"Female","HU322"
"5381",25613,"HU",20,5,180,8,8,3,3,8,7,7,"No",7,45,63,"Male","HU211"
"5382",25634,"HU",90,5,60,6,5,3,2,7,5,9,"Yes",8,40,74,"Female","HU211"
"5383",25654,"HU",15,5,90,6,6,1,1,3,7,9,"Yes",8,50,51,"Female","HU233"
"5384",25663,"HU",0,5,360,3,2,1,1,1,1,0,"Yes",5,50,49,"Female","HU120"
"5385",25673,"HU",70,4,90,7,7,3,3,8,7,7,"No",8,40,72,"Female","HU331"
"5386",25687,"HU",30,5,60,2,5,2,1,6,4,4,"Yes",10,20,78,"Female","HU110"
"5387",25691,"HU",0,5,300,7,6,1,1,5,5,6,"Yes",8,40,55,"Female","HU120"
"5388",25693,"HU",60,5,180,5,5,1,1,5,5,5,"Yes",8,40,70,"Female","HU212"
"5389",25722,"HU",30,4,60,8,8,3,3,9,8,9,"Yes",10,40,60,"Female","HU110"
"5390",25724,"HU",40,5,110,7,8,2,2,8,8,9,"Yes",6,40,65,"Female","HU120"
"5391",25744,"HU",12,5,180,8,7,2,2,7,7,7,"Yes",8,40,61,"Female","HU110"
"5392",25788,"HU",30,5,240,5,5,2,2,0,2,4,"Yes",3,40,70,"Female","HU120"
"5393",25813,"HU",30,5,480,0,0,1,5,0,0,2,"Yes",8,40,68,"Female","HU231"
"5394",25820,"HU",20,5,45,0,0,3,3,5,5,5,"No",8,40,70,"Male","HU120"
"5395",25873,"HU",25,4,90,3,1,3,4,7,8,8,"Yes",5,40,39,"Male","HU322"
"5396",25878,"HU",90,4,90,4,7,2,1,6,8,7,"Yes",7,40,72,"Male","HU311"
"5397",25913,"HU",30,5,150,6,7,3,2,8,7,6,"Yes",7,40,68,"Female","HU221"
